"id","name","slug","abbrev","level","parent"
13815,Bertram,bertram,,l,246
13816,Cedar Rapids,cedar-rapids,,l,246
13817,Center Point,center-point,,l,246
13818,Central City,central-city,,l,246
13819,Coggon,coggon,,l,246
13820,Ely,ely,,l,246
13821,Fairfax,fairfax,,l,246
13822,Hiawatha,hiawatha,,l,246
13823,Lisbon,lisbon,,l,246
13824,Marion,marion,,l,246
13825,Mount Vernon,mount-vernon,,l,246
13826,Palo,palo,,l,246
13827,Prairieburg,prairieburg,,l,246
13828,Robins,robins,,l,246
13829,Springville,springville,,l,246
13830,Walker,walker,,l,246
13831,Columbus City,columbus-city,,l,246
13832,Columbus Junction,columbus-junction,,l,246
13833,Cotter,cotter,,l,246
13834,Fredonia,fredonia,,l,246
13835,Grandview,grandview,,l,246
13836,Letts,letts,,l,246
13837,Morning Sun,morning-sun,,l,246
13838,Oakville,oakville,,l,246
13839,Wapello,wapello,,l,246
13840,Chariton,chariton,,l,246
13841,Derby,derby,,l,246
13842,Lucas,lucas,,l,246
13843,Russell,russell,,l,246
13844,Williamson,williamson,,l,246
13845,Alvord,alvord,,l,246
13846,Doon,doon,,l,246
13847,George,george,,l,246
13848,Inwood,inwood,,l,246
13849,Larchwood,larchwood,,l,246
13850,Lester,lester,,l,246
13851,Little Rock,little-rock,,l,246
13852,Rock Rapids,rock-rapids,,l,246
13853,Bevington,bevington,,l,246
13854,Earlham,earlham,,l,246
13855,East Peru,east-peru,,l,246
13856,Macksburg,macksburg,,l,246
13857,Patterson,patterson,,l,246
13858,St Charles,st-charles,,l,246
13859,Truro,truro,,l,246
13860,Winterset,winterset,,l,246
13861,Barnes City,barnes-city,,l,246
13862,Beacon,beacon,,l,246
13863,Fremont,fremont,,l,246
13864,Leighton,leighton,,l,246
13865,New Sharon,new-sharon,,l,246
13866,Oskaloosa,oskaloosa,,l,246
13867,Rose Hill,rose-hill,,l,246
13868,University Park,university-park,,l,246
13869,Keomah Village,keomah-village,,l,246
13870,Bussey,bussey,,l,246
13871,Hamilton,hamilton,,l,246
13872,Harvey,harvey,,l,246
13873,Knoxville,knoxville,,l,246
13874,Marysville,marysville,,l,246
13875,Melcher-Dallas,melcher-dallas,,l,246
13876,Pella,pella,,l,246
13877,Pleasantville,pleasantville,,l,246
13878,Swan,swan,,l,246
13879,Albion,albion,,l,246
13880,Clemons,clemons,,l,246
13881,Ferguson,ferguson,,l,246
13882,Gilman,gilman,,l,246
13883,Laurel,laurel,,l,246
13884,Le Grand,le-grand,,l,246
13885,Liscomb,liscomb,,l,246
13886,Marshalltown,marshalltown,,l,246
13887,Melbourne,melbourne,,l,246
13888,Rhodes,rhodes,,l,246
13889,St Anthony,st-anthony,,l,246
13890,State Center,state-center,,l,246
13891,Haverhill,haverhill,,l,246
13892,Emerson,emerson,,l,246
13893,Glenwood,glenwood,,l,246
13894,Hastings,hastings,,l,246
13895,Henderson,henderson,,l,246
13896,Malvern,malvern,,l,246
13897,Pacific Junction,pacific-junction,,l,246
13898,Silver City,silver-city,,l,246
13899,Carpenter,carpenter,,l,246
13900,Mcintire,mcintire,,l,246
13901,Mitchell,mitchell,,l,246
13902,Orchard,orchard,,l,246
13903,Osage,osage,,l,246
13904,Riceville,riceville,,l,246
13905,St Ansgar,st-ansgar,,l,246
13906,Stacyville,stacyville,,l,246
13907,Blencoe,blencoe,,l,246
13908,Castana,castana,,l,246
13909,Mapleton,mapleton,,l,246
13910,Moorhead,moorhead,,l,246
13911,Onawa,onawa,,l,246
13912,Rodney,rodney,,l,246
13913,Soldier,soldier,,l,246
13914,Turin,turin,,l,246
13915,Ute,ute,,l,246
13916,Whiting,whiting,,l,246
13917,Albia,albia,,l,246
13918,Lovilia,lovilia,,l,246
13919,Melrose,melrose,,l,246
13920,Coburg,coburg,,l,246
13921,Elliott,elliott,,l,246
13922,Grant,grant,,l,246
13923,Red Oak,red-oak,,l,246
13924,Stanton,stanton,,l,246
13925,Villisca,villisca,,l,246
13926,Atalissa,atalissa,,l,246
13927,Conesville,conesville,,l,246
13928,Muscatine,muscatine,,l,246
13929,Nichols,nichols,,l,246
13930,Stockton,stockton,,l,246
13931,West Liberty,west-liberty,,l,246
13932,Wilton,wilton,,l,246
13933,Fruitland,fruitland,,l,246
13934,Archer,archer,,l,246
13935,Calumet,calumet,,l,246
13936,Hartley,hartley,,l,246
13937,Paullina,paullina,,l,246
13938,Primghar,primghar,,l,246
13939,Sanborn,sanborn,,l,246
13940,Sheldon,sheldon,,l,246
13941,Sutherland,sutherland,,l,246
13942,Ashton,ashton,,l,246
13943,Harris,harris,,l,246
13944,Melvin,melvin,,l,246
13945,Ocheyedan,ocheyedan,,l,246
13946,Sibley,sibley,,l,246
13947,Blanchard,blanchard,,l,246
13948,Braddyville,braddyville,,l,246
13949,Clarinda,clarinda,,l,246
13950,Coin,coin,,l,246
13951,College Springs,college-springs,,l,246
13952,Essex,essex,,l,246
13953,Hepburn,hepburn,,l,246
13954,Northboro,northboro,,l,246
13955,Shenandoah,shenandoah,,l,246
13956,Yorktown,yorktown,,l,246
13957,Ayrshire,ayrshire,,l,246
13958,Curlew,curlew,,l,246
13959,Cylinder,cylinder,,l,246
13960,Emmetsburg,emmetsburg,,l,246
13961,Graettinger,graettinger,,l,246
13962,Mallard,mallard,,l,246
13963,Rodman,rodman,,l,246
13964,Ruthven,ruthven,,l,246
13965,West Bend,west-bend,,l,246
13966,Akron,akron,,l,246
13967,Brunsville,brunsville,,l,246
13968,Craig,craig,,l,246
13969,Hinton,hinton,,l,246
13970,Kingsley,kingsley,,l,246
13971,Le Mars,le-mars,,l,246
13972,Merrill,merrill,,l,246
13973,Oyens,oyens,,l,246
13974,Remsen,remsen,,l,246
13975,Struble,struble,,l,246
13976,Westfield,westfield,,l,246
13977,Fonda,fonda,,l,246
13978,Havelock,havelock,,l,246
13979,Laurens,laurens,,l,246
13980,Palmer,palmer,,l,246
13981,Plover,plover,,l,246
13982,Pocahontas,pocahontas,,l,246
13983,Rolfe,rolfe,,l,246
13984,Varina,varina,,l,246
13985,Altoona,altoona,,l,246
13986,Ankeny,ankeny,,l,246
13987,Bondurant,bondurant,,l,246
13988,Des Moines,des-moines,,l,246
13989,Elkhart,elkhart,,l,246
13990,Grimes,grimes,,l,246
13991,Mitchellville,mitchellville,,l,246
13992,Pleasant Hill,pleasant-hill,,l,246
13993,Polk City,polk-city,,l,246
13994,Runnells,runnells,,l,246
13995,Sheldahl,sheldahl,,l,246
13996,Urbandale,urbandale,,l,246
13997,West Des Moines,west-des-moines,,l,246
13998,Windsor Heights,windsor-heights,,l,246
13999,Clive,clive,,l,246
14000,Johnston,johnston,,l,246
14001,Alleman,alleman,,l,246
14002,Avoca,avoca,,l,246
14003,Carson,carson,,l,246
14004,Carter Lake,carter-lake,,l,246
14005,Council Bluffs,council-bluffs,,l,246
14006,Hancock,hancock,,l,246
14007,Macedonia,macedonia,,l,246
14008,Mcclelland,mcclelland,,l,246
14009,Minden,minden,,l,246
14010,Neola,neola,,l,246
14011,Oakland,oakland,,l,246
14012,Treynor,treynor,,l,246
14013,Underwood,underwood,,l,246
14014,Walnut,walnut,,l,246
14015,Crescent,crescent,,l,246
14016,Brooklyn,brooklyn,,l,246
14017,Deep River,deep-river,,l,246
14018,Grinnell,grinnell,,l,246
14019,Guernsey,guernsey,,l,246
14020,Hartwick,hartwick,,l,246
14021,Malcom,malcom,,l,246
14022,Montezuma,montezuma,,l,246
14023,Searsboro,searsboro,,l,246
14024,Beaconsfield,beaconsfield,,l,246
14025,Benton,benton,,l,246
14026,Delphos,delphos,,l,246
14027,Diagonal,diagonal,,l,246
14028,Ellston,ellston,,l,246
14029,Kellerton,kellerton,,l,246
14030,Maloy,maloy,,l,246
14031,Mount Ayr,mount-ayr,,l,246
14032,Redding,redding,,l,246
14033,Tingley,tingley,,l,246
14034,Auburn,auburn,,l,246
14035,Early,early,,l,246
14036,Lake View,lake-view,,l,246
14037,Lytton,lytton,,l,246
14038,Nemaha,nemaha,,l,246
14039,Odebolt,odebolt,,l,246
14040,Sac City,sac-city,,l,246
14041,Schaller,schaller,,l,246
14042,Wall Lake,wall-lake,,l,246
14043,Bettendorf,bettendorf,,l,246
14044,Blue Grass,blue-grass,,l,246
14045,Buffalo,buffalo,,l,246
14046,Davenport,davenport,,l,246
14047,Dixon,dixon,,l,246
14048,Donahue,donahue,,l,246
14049,Eldridge,eldridge,,l,246
14050,Le Claire,le-claire,,l,246
14051,Long Grove,long-grove,,l,246
14052,Maysville,maysville,,l,246
14053,Mccausland,mccausland,,l,246
14054,New Liberty,new-liberty,,l,246
14055,Panorama Park,panorama-park,,l,246
14056,Princeton,princeton,,l,246
14057,Riverdale,riverdale,,l,246
14058,Walcott,walcott,,l,246
14059,Defiance,defiance,,l,246
14060,Earling,earling,,l,246
14061,Elk Horn,elk-horn,,l,246
14062,Harlan,harlan,,l,246
14063,Irwin,irwin,,l,246
14064,Kirkman,kirkman,,l,246
14065,Panama,panama,,l,246
14066,Portsmouth,portsmouth,,l,246
14067,Shelby,shelby,,l,246
14068,Tennant,tennant,,l,246
14069,Westphalia,westphalia,,l,246
14070,Alton,alton,,l,246
14071,Boyden,boyden,,l,246
14072,Chatsworth,chatsworth,,l,246
14073,Granville,granville,,l,246
14074,Hawarden,hawarden,,l,246
14075,Hospers,hospers,,l,246
14076,Hull,hull,,l,246
14077,Ireton,ireton,,l,246
14078,Matlock,matlock,,l,246
14079,Maurice,maurice,,l,246
14080,Orange City,orange-city,,l,246
14081,Rock Valley,rock-valley,,l,246
14082,Sioux Center,sioux-center,,l,246
14083,Ames,ames,,l,246
14084,Cambridge,cambridge,,l,246
14085,Collins,collins,,l,246
14086,Colo,colo,,l,246
14087,Gilbert,gilbert,,l,246
14088,Huxley,huxley,,l,246
14089,Kelley,kelley,,l,246
14090,Mccallsburg,mccallsburg,,l,246
14091,Maxwell,maxwell,,l,246
14092,Nevada,nevada,,l,246
14093,Roland,roland,,l,246
14094,Slater,slater,,l,246
14095,Story City,story-city,,l,246
14096,Zearing,zearing,,l,246
14097,Chelsea,chelsea,,l,246
14098,Clutier,clutier,,l,246
14099,Dysart,dysart,,l,246
14100,Elberon,elberon,,l,246
14101,Garwin,garwin,,l,246
14102,Gladbrook,gladbrook,,l,246
14103,Lincoln,lincoln,,l,246
14104,Montour,montour,,l,246
14105,Tama,tama,,l,246
14106,Toledo,toledo,,l,246
14107,Traer,traer,,l,246
14108,Vining,vining,,l,246
14109,Bedford,bedford,,l,246
14110,Blockton,blockton,,l,246
14111,Clearfield,clearfield,,l,246
14112,Conway,conway,,l,246
14113,Gravity,gravity,,l,246
14114,Lenox,lenox,,l,246
14115,New Market,new-market,,l,246
14116,Sharpsburg,sharpsburg,,l,246
14117,Afton,afton,,l,246
14118,Arispe,arispe,,l,246
14119,Creston,creston,,l,246
14120,Cromwell,cromwell,,l,246
14121,Lorimor,lorimor,,l,246
14122,Shannon City,shannon-city,,l,246
14123,Thayer,thayer,,l,246
14124,Birmingham,birmingham,,l,246
14125,Bonaparte,bonaparte,,l,246
14126,Cantril,cantril,,l,246
14127,Farmington,farmington,,l,246
14128,Keosauqua,keosauqua,,l,246
14129,Milton,milton,,l,246
14130,Mount Sterling,mount-sterling,,l,246
14131,Stockport,stockport,,l,246
14132,Agency,agency,,l,246
14133,Blakesburg,blakesburg,,l,246
14134,Chillicothe,chillicothe,,l,246
14135,Eddyville,eddyville,,l,246
14136,Eldon,eldon,,l,246
14137,Kirkville,kirkville,,l,246
14138,Ottumwa,ottumwa,,l,246
14139,Ackworth,ackworth,,l,246
14140,Carlisle,carlisle,,l,246
14141,Cumming,cumming,,l,246
14142,Hartford,hartford,,l,246
14143,Indianola,indianola,,l,246
14144,Lacona,lacona,,l,246
14145,Martensdale,martensdale,,l,246
14146,Milo,milo,,l,246
14147,New Virginia,new-virginia,,l,246
14148,Norwalk,norwalk,,l,246
14149,St Marys,st-marys,,l,246
14150,Sandyville,sandyville,,l,246
14151,Spring Hill,spring-hill,,l,246
14152,Ainsworth,ainsworth,,l,246
14153,Brighton,brighton,,l,246
14154,Crawfordsville,crawfordsville,,l,246
14155,Kalona,kalona,,l,246
14156,Riverside,riverside,,l,246
14157,Washington,washington,,l,246
14158,Wellman,wellman,,l,246
14159,West Chester,west-chester,,l,246
14160,Allerton,allerton,,l,246
14161,Clio,clio,,l,246
14162,Corydon,corydon,,l,246
14163,Humeston,humeston,,l,246
14164,Lineville,lineville,,l,246
14165,Millerton,millerton,,l,246
14166,Promise City,promise-city,,l,246
14167,Seymour,seymour,,l,246
14168,Badger,badger,,l,246
14169,Barnum,barnum,,l,246
14170,Callender,callender,,l,246
14171,Clare,clare,,l,246
14172,Dayton,dayton,,l,246
14173,Duncombe,duncombe,,l,246
14174,Fort Dodge,fort-dodge,,l,246
14175,Gowrie,gowrie,,l,246
14176,Harcourt,harcourt,,l,246
14177,Lehigh,lehigh,,l,246
14178,Moorland,moorland,,l,246
14179,Otho,otho,,l,246
14180,Vincent,vincent,,l,246
14181,Buffalo Center,buffalo-center,,l,246
14182,Forest City,forest-city,,l,246
14183,Lake Mills,lake-mills,,l,246
14184,Leland,leland,,l,246
14185,Rake,rake,,l,246
14186,Scarville,scarville,,l,246
14187,Thompson,thompson,,l,246
14188,Calmar,calmar,,l,246
14189,Castalia,castalia,,l,246
14190,Decorah,decorah,,l,246
14191,Fort Atkinson,fort-atkinson,,l,246
14192,Jackson Junction,jackson-junction,,l,246
14193,Ossian,ossian,,l,246
14194,Ridgeway,ridgeway,,l,246
14195,Spillville,spillville,,l,246
14196,Anthon,anthon,,l,246
14197,Correctionville,correctionville,,l,246
14198,Cushing,cushing,,l,246
14199,Danbury,danbury,,l,246
14200,Hornick,hornick,,l,246
14201,Lawton,lawton,,l,246
14202,Moville,moville,,l,246
14203,Oto,oto,,l,246
14204,Pierson,pierson,,l,246
14205,Salix,salix,,l,246
14206,Sioux City,sioux-city,,l,246
14207,Sergeant Bluff,sergeant-bluff,,l,246
14208,Sloan,sloan,,l,246
14209,Smithland,smithland,,l,246
14210,Bronson,bronson,,l,246
14211,Fertile,fertile,,l,246
14212,Grafton,grafton,,l,246
14213,Hanlontown,hanlontown,,l,246
14214,Joice,joice,,l,246
14215,Kensett,kensett,,l,246
14216,Manly,manly,,l,246
14217,Northwood,northwood,,l,246
14218,Belmond,belmond,,l,246
14219,Clarion,clarion,,l,246
14220,Dows,dows,,l,246
14221,Eagle Grove,eagle-grove,,l,246
14222,Galt,galt,,l,246
14223,Goldfield,goldfield,,l,246
14224,Rowan,rowan,,l,246
14225,Woolstock,woolstock,,l,246
14226,O'Kean,okean,,l,114
14227,Gray County,gray-county,,l,111
14228,Allen County,allen-county,,l,111
14229,Anderson County,anderson-county,,l,111
14230,Atchison County,atchison-county,,l,111
14231,Barber County,barber-county,,l,111
14232,Barton County,barton-county,,l,111
14233,Bourbon County,bourbon-county,,l,111
14234,Brown County,brown-county,,l,111
14235,Butler County,butler-county,,l,111
14236,Chase County,chase-county,,l,111
14237,Chautauqua County,chautauqua-county,,l,111
14238,Cherokee County,cherokee-county,,l,111
14239,Cheyenne County,cheyenne-county,,l,111
14240,Clark County,clark-county,,l,111
14241,Clay County,clay-county,,l,111
14242,Cloud County,cloud-county,,l,111
14243,Coffey County,coffey-county,,l,111
14244,Comanche County,comanche-county,,l,111
14245,Cowley County,cowley-county,,l,111
14246,Crawford County,crawford-county,,l,111
14247,Decatur County,decatur-county,,l,111
14248,Doniphan County,doniphan-county,,l,111
14249,Douglas County,douglas-county,,l,111
14250,Edwards County,edwards-county,,l,111
14251,Elk County,elk-county,,l,111
14252,Ellis County,ellis-county,,l,111
14253,Ellsworth County,ellsworth-county,,l,111
14254,Finney County,finney-county,,l,111
14255,Ford County,ford-county,,l,111
14256,Franklin County,franklin-county,,l,111
14257,Geary County,geary-county,,l,111
14258,Gove County,gove-county,,l,111
14259,Graham County,graham-county,,l,111
14260,Grant County,grant-county,,l,111
14261,Greenwood County,greenwood-county,,l,111
14262,Hamilton County,hamilton-county,,l,111
14263,Harper County,harper-county,,l,111
14264,Harvey County,harvey-county,,l,111
14265,Haskell County,haskell-county,,l,111
14266,Hodgeman County,hodgeman-county,,l,111
14267,Jackson County,jackson-county,,l,111
14268,Jefferson County,jefferson-county,,l,111
14269,Jewell County,jewell-county,,l,111
14270,Johnson County,johnson-county,,l,111
14271,Kearny County,kearny-county,,l,111
14272,Kingman County,kingman-county,,l,111
14273,Kiowa County,kiowa-county,,l,111
14274,Labette County,labette-county,,l,111
14275,Lane County,lane-county,,l,111
14276,Leavenworth County,leavenworth-county,,l,111
14277,Lincoln County,lincoln-county,,l,111
14278,Linn County,linn-county,,l,111
14279,Logan County,logan-county,,l,111
14280,Lyon County,lyon-county,,l,111
14281,Mcpherson County,mcpherson-county,,l,111
14282,Marion County,marion-county,,l,111
14283,Marshall County,marshall-county,,l,111
14284,Meade County,meade-county,,l,111
14285,Miami County,miami-county,,l,111
14286,Mitchell County,mitchell-county,,l,111
14287,Montgomery County,montgomery-county,,l,111
14288,Morris County,morris-county,,l,111
14289,Morton County,morton-county,,l,111
14290,Nemaha County,nemaha-county,,l,111
14291,Neosho County,neosho-county,,l,111
14292,Ness County,ness-county,,l,111
14293,Norton County,norton-county,,l,111
14294,Osage County,osage-county,,l,111
14295,Osborne County,osborne-county,,l,111
14296,Ottawa County,ottawa-county,,l,111
14297,Pawnee County,pawnee-county,,l,111
14298,Phillips County,phillips-county,,l,111
14299,Pottawatomie County,pottawatomie-county,,l,111
14300,Pratt County,pratt-county,,l,111
14301,Rawlins County,rawlins-county,,l,111
14302,Reno County,reno-county,,l,111
14303,Republic County,republic-county,,l,111
14304,Rice County,rice-county,,l,111
14305,Riley County,riley-county,,l,111
14306,Rooks County,rooks-county,,l,111
14307,Rush County,rush-county,,l,111
14308,Russell County,russell-county,,l,111
14309,Saline County,saline-county,,l,111
14310,Scott County,scott-county,,l,111
14311,Seward County,seward-county,,l,111
14312,Shawnee County,shawnee-county,,l,111
14313,Sheridan County,sheridan-county,,l,111
14314,Sherman County,sherman-county,,l,111
14315,Smith County,smith-county,,l,111
14316,Stafford County,stafford-county,,l,111
14317,Stanton County,stanton-county,,l,111
14318,Stevens County,stevens-county,,l,111
14319,Sumner County,sumner-county,,l,111
14320,Thomas County,thomas-county,,l,111
14321,Trego County,trego-county,,l,111
14322,Wabaunsee County,wabaunsee-county,,l,111
14323,Wallace County,wallace-county,,l,111
14324,Washington County,washington-county,,l,111
14325,Wichita County,wichita-county,,l,111
14326,Wilson County,wilson-county,,l,111
14327,Woodson County,woodson-county,,l,111
14328,Bassett,bassett,,l,111
14329,Elsmore,elsmore,,l,111
14330,Gas,gas,,l,111
14331,Humboldt,humboldt,,l,111
14332,Iola,iola,,l,111
14333,La Harpe,la-harpe,,l,111
14334,Mildred,mildred,,l,111
14335,Moran,moran,,l,111
14336,Savonburg,savonburg,,l,111
14337,Colony,colony,,l,111
14338,Garnett,garnett,,l,111
14339,Greeley,greeley,,l,111
14340,Kincaid,kincaid,,l,111
14341,Lone Elm,lone-elm,,l,111
14342,Westphalia,westphalia,,l,111
14343,Atchison,atchison,,l,111
14344,Effingham,effingham,,l,111
14345,Huron,huron,,l,111
14346,Lancaster,lancaster,,l,111
14347,Muscotah,muscotah,,l,111
14348,Hardtner,hardtner,,l,111
14349,Hazelton,hazelton,,l,111
14350,Isabel,isabel,,l,111
14351,Kiowa,kiowa,,l,111
14352,Medicine Lodge,medicine-lodge,,l,111
14353,Sharon,sharon,,l,111
14354,Sun City,sun-city,,l,111
14355,Albert,albert,,l,111
14356,Claflin,claflin,,l,111
14357,Ellinwood,ellinwood,,l,111
14358,Galatia,galatia,,l,111
14359,Great Bend,great-bend,,l,111
14360,Hoisington,hoisington,,l,111
14361,Olmitz,olmitz,,l,111
14362,Pawnee Rock,pawnee-rock,,l,111
14363,Susank,susank,,l,111
14364,Bronson,bronson,,l,111
14365,Fort Scott,fort-scott,,l,111
14366,Fulton,fulton,,l,111
14367,Mapleton,mapleton,,l,111
14368,Redfield,redfield,,l,111
14369,Uniontown,uniontown,,l,111
14370,Everest,everest,,l,111
14371,Fairview,fairview,,l,111
14372,Hamlin,hamlin,,l,111
14373,Hiawatha,hiawatha,,l,111
14374,Horton,horton,,l,111
14375,Morrill,morrill,,l,111
14376,Powhattan,powhattan,,l,111
14377,Reserve,reserve,,l,111
14378,Robinson,robinson,,l,111
14379,Willis,willis,,l,111
14380,Augusta,augusta,,l,111
14381,Benton,benton,,l,111
14382,Douglass,douglass,,l,111
14383,Elbing,elbing,,l,111
14384,Latham,latham,,l,111
14385,Leon,leon,,l,111
14386,Potwin,potwin,,l,111
14387,Rose Hill,rose-hill,,l,111
14388,Towanda,towanda,,l,111
14389,Whitewater,whitewater,,l,111
14390,Andover,andover,,l,111
14391,Cassoday,cassoday,,l,111
14392,Cedar Point,cedar-point,,l,111
14393,Cottonwood Falls,cottonwood-falls,,l,111
14394,Elmdale,elmdale,,l,111
14395,Matfield Green,matfield-green,,l,111
14396,Strong City,strong-city,,l,111
14397,Chautauqua,chautauqua,,l,111
14398,Cedar Vale,cedar-vale,,l,111
14399,Elgin,elgin,,l,111
14400,Niotaze,niotaze,,l,111
14401,Peru,peru,,l,111
14402,Sedan,sedan,,l,111
14403,Baxter Springs,baxter-springs,,l,111
14404,Columbus,columbus,,l,111
14405,Galena,galena,,l,111
14406,Scammon,scammon,,l,111
14407,Weir,weir,,l,111
14408,West Mineral,west-mineral,,l,111
14409,Roseland,roseland,,l,111
14410,Bird City,bird-city,,l,111
14411,St Francis,st-francis,,l,111
14412,Ashland,ashland,,l,111
14413,Englewood,englewood,,l,111
14414,Minneola,minneola,,l,111
14415,Clay Center,clay-center,,l,111
14416,Green,green,,l,111
14417,Longford,longford,,l,111
14418,Morganville,morganville,,l,111
14419,Oak Hill,oak-hill,,l,111
14420,Wakefield,wakefield,,l,111
14421,Clifton,clifton,,l,111
14422,Vining,vining,,l,111
14423,Aurora,aurora,,l,111
14424,Clyde,clyde,,l,111
14425,Concordia,concordia,,l,111
14426,Glasco,glasco,,l,111
14427,Jamestown,jamestown,,l,111
14428,Miltonvale,miltonvale,,l,111
14429,Burlington,burlington,,l,111
14430,Gridley,gridley,,l,111
14431,Lebo,lebo,,l,111
14432,Le Roy,le-roy,,l,111
14433,Waverly,waverly,,l,111
14434,New Strawn,new-strawn,,l,111
14435,Coldwater,coldwater,,l,111
14436,Protection,protection,,l,111
14437,Wilmore,wilmore,,l,111
14438,Arkansas City,arkansas-city,,l,111
14439,Atlanta,atlanta,,l,111
14440,Burden,burden,,l,111
14441,Cambridge,cambridge,,l,111
14442,Dexter,dexter,,l,111
14443,Udall,udall,,l,111
14444,Winfield,winfield,,l,111
14445,Parkerfield,parkerfield,,l,111
14446,Arcadia,arcadia,,l,111
14447,Arma,arma,,l,111
14448,Cherokee,cherokee,,l,111
14449,Frontenac,frontenac,,l,111
14450,Girard,girard,,l,111
14451,Hepler,hepler,,l,111
14452,Mccune,mccune,,l,111
14453,Mulberry,mulberry,,l,111
14454,Pittsburg,pittsburg,,l,111
14455,Walnut,walnut,,l,111
14456,Dresden,dresden,,l,111
14457,Jennings,jennings,,l,111
14458,Norcatur,norcatur,,l,111
14459,Oberlin,oberlin,,l,111
14460,Carlton,carlton,,l,111
14461,Enterprise,enterprise,,l,111
14462,Hope,hope,,l,111
14463,Manchester,manchester,,l,111
14464,Solomon,solomon,,l,111
14465,Woodbine,woodbine,,l,111
14466,Denton,denton,,l,111
14467,Elwood,elwood,,l,111
14468,Highland,highland,,l,111
14469,Leona,leona,,l,111
14470,Severance,severance,,l,111
14471,Troy,troy,,l,111
14472,Wathena,wathena,,l,111
14473,White Cloud,white-cloud,,l,111
14474,Baldwin City,baldwin-city,,l,111
14475,Eudora,eudora,,l,111
14476,Lecompton,lecompton,,l,111
14477,Belpre,belpre,,l,111
14478,Kinsley,kinsley,,l,111
14479,Lewis,lewis,,l,111
14480,Offerle,offerle,,l,111
14481,Elk Falls,elk-falls,,l,111
14482,Grenola,grenola,,l,111
14483,Howard,howard,,l,111
14484,Longton,longton,,l,111
14485,Moline,moline,,l,111
14486,Ellis,ellis,,l,111
14487,Hays,hays,,l,111
14488,Schoenchen,schoenchen,,l,111
14489,Victoria,victoria,,l,111
14490,Ellsworth,ellsworth,,l,111
14491,Holyrood,holyrood,,l,111
14492,Kanopolis,kanopolis,,l,111
14493,Lorraine,lorraine,,l,111
14494,Wilson,wilson,,l,111
14495,Garden City,garden-city,,l,111
14496,Holcomb,holcomb,,l,111
14497,Bucklin,bucklin,,l,111
14498,Dodge City,dodge-city,,l,111
14499,Ford,ford,,l,111
14500,Spearville,spearville,,l,111
14501,Lane,lane,,l,111
14502,Ottawa,ottawa,,l,111
14503,Pomona,pomona,,l,111
14504,Princeton,princeton,,l,111
14505,Rantoul,rantoul,,l,111
14506,Richmond,richmond,,l,111
14507,Wellsville,wellsville,,l,111
14508,Williamsburg,williamsburg,,l,111
14509,Milford,milford,,l,111
14510,Grandview Plaza,grandview-plaza,,l,111
14511,Gove City,gove-city,,l,111
14512,Grainfield,grainfield,,l,111
14513,Grinnell,grinnell,,l,111
14514,Park,park,,l,111
14515,Quinter,quinter,,l,111
14516,Bogue,bogue,,l,111
14517,Hill City,hill-city,,l,111
14518,Morland,morland,,l,111
14519,Ulysses,ulysses,,l,111
14520,Cimarron,cimarron,,l,111
14521,Copeland,copeland,,l,111
14522,Ensign,ensign,,l,111
14523,Ingalls,ingalls,,l,111
14524,Montezuma,montezuma,,l,111
14525,Horace,horace,,l,111
14526,Greeley County,greeley-county,,l,111
14527,Climax,climax,,l,111
14528,Eureka,eureka,,l,111
14529,Fall River,fall-river,,l,111
14530,Hamilton,hamilton,,l,111
14531,Madison,madison,,l,111
14532,Severy,severy,,l,111
14533,Virgil,virgil,,l,111
14534,Coolidge,coolidge,,l,111
14535,Syracuse,syracuse,,l,111
14536,Anthony,anthony,,l,111
14537,Attica,attica,,l,111
14538,Bluff City,bluff-city,,l,111
14539,Danville,danville,,l,111
14540,Freeport,freeport,,l,111
14541,Harper,harper,,l,111
14542,Waldron,waldron,,l,111
14543,Burrton,burrton,,l,111
14544,Halstead,halstead,,l,111
14545,Hesston,hesston,,l,111
14546,Newton,newton,,l,111
14547,North Newton,north-newton,,l,111
14548,Sedgwick,sedgwick,,l,111
14549,Walton,walton,,l,111
14550,Satanta,satanta,,l,111
14551,Sublette,sublette,,l,111
14552,Hanston,hanston,,l,111
14553,Jetmore,jetmore,,l,111
14554,Circleville,circleville,,l,111
14555,Delia,delia,,l,111
14556,Denison,denison,,l,111
14557,Holton,holton,,l,111
14558,Hoyt,hoyt,,l,111
14559,Mayetta,mayetta,,l,111
14560,Netawaka,netawaka,,l,111
14561,Soldier,soldier,,l,111
14562,Whiting,whiting,,l,111
14563,Mclouth,mclouth,,l,111
14564,Meriden,meriden,,l,111
14565,Nortonville,nortonville,,l,111
14566,Oskaloosa,oskaloosa,,l,111
14567,Perry,perry,,l,111
14568,Valley Falls,valley-falls,,l,111
14569,Winchester,winchester,,l,111
14570,Ozawkie,ozawkie,,l,111
14571,Burr Oak,burr-oak,,l,111
14572,Esbon,esbon,,l,111
14573,Formoso,formoso,,l,111
14574,Jewell,jewell,,l,111
14575,Mankato,mankato,,l,111
14576,Randall,randall,,l,111
14577,Webber,webber,,l,111
14578,De Soto,de-soto,,l,111
14579,Edgerton,edgerton,,l,111
14580,Fairway,fairway,,l,111
14581,Gardner,gardner,,l,111
14582,Leawood,leawood,,l,111
14583,Lenexa,lenexa,,l,111
14584,Merriam,merriam,,l,111
14585,Mission,mission,,l,111
14586,Mission Hills,mission-hills,,l,111
