"id","name","slug","abbrev","level","parent"
1909,Westport,westport,,l,156
1910,West Saint Paul,west-saint-paul,,l,156
1911,West Union,west-union,,l,156
1912,Whalan,whalan,,l,156
1913,Wheaton,wheaton,,l,156
1914,White Bear Lake,white-bear-lake,,l,156
1915,Wilder,wilder,,l,156
1916,Willernie,willernie,,l,156
1917,Williams,williams,,l,156
1918,Willmar,willmar,,l,156
1919,Willow River,willow-river,,l,156
1920,Wilmont,wilmont,,l,156
1921,Wilton,wilton,,l,156
1922,Windom,windom,,l,156
1923,Winger,winger,,l,156
1924,Winnebago,winnebago,,l,156
1925,Winona,winona,,l,156
1926,Winsted,winsted,,l,156
1927,Winthrop,winthrop,,l,156
1928,Winton,winton,,l,156
1929,Wolf Lake,wolf-lake,,l,156
1930,Wolverton,wolverton,,l,156
1931,Woodbury,woodbury,,l,156
1932,Wood Lake,wood-lake,,l,156
1933,Woodland,woodland,,l,156
1934,Woodstock,woodstock,,l,156
1935,Worthington,worthington,,l,156
1936,Wrenshall,wrenshall,,l,156
1937,Wright,wright,,l,156
1938,Wykoff,wykoff,,l,156
1939,Wyoming,wyoming,,l,156
1940,Zemple,zemple,,l,156
1941,Zimmerman,zimmerman,,l,156
1942,Zumbro Falls,zumbro-falls,,l,156
1943,Zumbrota,zumbrota,,l,156
1944,Aitkin County,aitkin-county,,l,156
1945,Anoka County,anoka-county,,l,156
1946,Becker County,becker-county,,l,156
1947,Beltrami County,beltrami-county,,l,156
1948,Benton County,benton-county,,l,156
1949,Big Stone County,big-stone-county,,l,156
1950,Blue Earth County,blue-earth-county,,l,156
1951,Brown County,brown-county,,l,156
1952,Carlton County,carlton-county,,l,156
1953,Carver County,carver-county,,l,156
1954,Cass County,cass-county,,l,156
1955,Chippewa County,chippewa-county,,l,156
1956,Chisago County,chisago-county,,l,156
1957,Clay County,clay-county,,l,156
1958,Clearwater County,clearwater-county,,l,156
1959,Cook County,cook-county,,l,156
1960,Cottonwood County,cottonwood-county,,l,156
1961,Crow Wing County,crow-wing-county,,l,156
1962,Dakota County,dakota-county,,l,156
1963,Dodge County,dodge-county,,l,156
1964,Douglas County,douglas-county,,l,156
1965,Faribault County,faribault-county,,l,156
1966,Fillmore County,fillmore-county,,l,156
1967,Freeborn County,freeborn-county,,l,156
1968,Goodhue County,goodhue-county,,l,156
1969,Grant County,grant-county,,l,156
1970,Houston County,houston-county,,l,156
1971,Hubbard County,hubbard-county,,l,156
1972,Isanti County,isanti-county,,l,156
1973,Itasca County,itasca-county,,l,156
1974,Jackson County,jackson-county,,l,156
1975,Kanabec County,kanabec-county,,l,156
1976,Kandiyohi County,kandiyohi-county,,l,156
1977,Kittson County,kittson-county,,l,156
1978,Koochiching County,koochiching-county,,l,156
1979,Lac qui Parle County,lac-qui-parle-county,,l,156
1980,Lake County,lake-county,,l,156
1981,Lake of the Woods County,lake-of-the-woods-county,,l,156
1982,Le Sueur County,le-sueur-county,,l,156
1983,Lincoln County,lincoln-county,,l,156
1984,Lyon County,lyon-county,,l,156
1985,Mahnomen County,mahnomen-county,,l,156
1986,Marshall County,marshall-county,,l,156
1987,Martin County,martin-county,,l,156
1988,McLeod County,mcleod-county,,l,156
1989,Meeker County,meeker-county,,l,156
1990,Mille Lacs County,mille-lacs-county,,l,156
1991,Morrison County,morrison-county,,l,156
1992,Mower County,mower-county,,l,156
1993,Murray County,murray-county,,l,156
1994,Nicollet County,nicollet-county,,l,156
1995,Nobles County,nobles-county,,l,156
1996,Norman County,norman-county,,l,156
1997,Olmsted County,olmsted-county,,l,156
1998,Pennington County,pennington-county,,l,156
1999,Pine County,pine-county,,l,156
2000,Pipestone County,pipestone-county,,l,156
2001,Polk County,polk-county,,l,156
2002,Pope County,pope-county,,l,156
2003,Ramsey County,ramsey-county,,l,156
2004,Red Lake County,red-lake-county,,l,156
2005,Redwood County,redwood-county,,l,156
2006,Renville County,renville-county,,l,156
2007,Rice County,rice-county,,l,156
2008,Rock County,rock-county,,l,156
2009,Roseau County,roseau-county,,l,156
2010,Scott County,scott-county,,l,156
2011,Sherburne County,sherburne-county,,l,156
2012,Sibley County,sibley-county,,l,156
2013,Saint Louis County,saint-louis-county,,l,156
2014,Stearns County,stearns-county,,l,156
2015,Steele County,steele-county,,l,156
2016,Stevens County,stevens-county,,l,156
2017,Swift County,swift-county,,l,156
2018,Todd County,todd-county,,l,156
2019,Traverse County,traverse-county,,l,156
2020,Wabasha County,wabasha-county,,l,156
2021,Wadena County,wadena-county,,l,156
2022,Waseca County,waseca-county,,l,156
2023,Washington County,washington-county,,l,156
2024,Watonwan County,watonwan-county,,l,156
2025,Wilkin County,wilkin-county,,l,156
2026,Winona County,winona-county,,l,156
2027,Wright County,wright-county,,l,156
2028,Yellow Medicine County,yellow-medicine-county,,l,156
2029,Belleville,belleville,,l,229
2030,River Forest,river-forest,,l,168
2031,Prairie View,prairie-view,,l,109
2032,Greenville,greenville,,l,302
2033,Greenville County,greenville-county,,l,302
2034,Hawaii County,hawaii-county,,l,247
2035,Honolulu County,honolulu-county,,l,247
2036,Kalawao County,kalawao-county,,l,247
2037,Kauai County,kauai-county,,l,247
2038,Maui County,maui-county,,l,247
2039,East Honolulu,east-honolulu,,l,247
2040,Pearl City,pearl-city,,l,247
2041,Hilo,hilo,,l,247
2042,Kailua,kailua,,l,247
2043,Waipahu,waipahu,,l,247
2044,Kaneohe,kaneohe,,l,247
2045,Mililani Town,mililani-town,,l,247
2046,Kahului,kahului,,l,247
2047,Ewa Gentry,ewa-gentry,,l,247
2048,Mililani Mauka,mililani-mauka,,l,247
2049,Kihei,kihei,,l,247
2050,Makakilo,makakilo,,l,247
2051,Wahiawa,wahiawa,,l,247
2052,Schofield Barracks,schofield-barracks,,l,247
2053,Wailuku,wailuku,,l,247
2054,Kapolei,kapolei,,l,247
2055,Ewa Beach,ewa-beach,,l,247
2056,Royal Kunia,royal-kunia,,l,247
2057,Halawa,halawa,,l,247
2058,Waimalu,waimalu,,l,247
2059,Waianae,waianae,,l,247
2060,Nanakuli,nanakuli,,l,247
2061,Lahaina,lahaina,,l,247
2062,Waipio,waipio,,l,247
2063,Hawaiian Paradise Park,hawaiian-paradise-park,,l,247
2064,Kapaa,kapaa,,l,247
2065,Kalaoa,kalaoa,,l,247
2066,Kaneohe Station,kaneohe-station,,l,247
2067,Maili,maili,,l,247
2068,Aiea,aiea,,l,247
2069,Waimea,waimea,,l,247
2070,Waihee-Waiehu,waihee-waiehu,,l,247
2071,Ahuimanu,ahuimanu,,l,247
2072,Holualoa,holualoa,,l,247
2073,Ocean Pointe,ocean-pointe,,l,247
2074,Makaha,makaha,,l,247
2075,Haiku-Pauwela,haiku-pauwela,,l,247
2076,Pukalani,pukalani,,l,247
2077,Waikele,waikele,,l,247
2078,Napili-Honokowai,napili-honokowai,,l,247
2079,Makawao,makawao,,l,247
2080,Hickham Housing,hickham-housing,,l,247
2081,Lihue,lihue,,l,247
2082,Kula,kula,,l,247
2083,Waikoloa Village,waikoloa-village,,l,247
2084,Laie,laie,,l,247
2085,Ewa Villages,ewa-villages,,l,247
2086,Wailea,wailea,,l,247
2087,West Loch Estates,west-loch-estates,,l,247
2088,Waimanalo,waimanalo,,l,247
2089,Waipio Acres,waipio-acres,,l,247
2090,Wailua Homesteads,wailua-homesteads,,l,247
2091,Heeia,heeia,,l,247
2092,Kahaluu,kahaluu,,l,247
2093,Kalaheo,kalaheo,,l,247
2094,Pupukea,pupukea,,l,247
2095,Whitmore Village,whitmore-village,,l,247
2096,Waimanalo Beach,waimanalo-beach,,l,247
2097,Hawaiian Ocean View,hawaiian-ocean-view,,l,247
2098,Hawaiian Beaches,hawaiian-beaches,,l,247
2099,Hauula,hauula,,l,247
2100,Haleiwa,haleiwa,,l,247
2101,Mountain View,mountain-view,,l,247
2102,Waialua,waialua,,l,247
2103,Hanamaulu,hanamaula,,l,247
2104,Kahaluu-Keauhou,kahaluu-keauhou,,l,247
2105,Kekaha,kekaha,,l,247
2106,Captain Cook,captain-cook,,l,247
2107,Kaunakakai,kaunakakai,,l,247
2108,Iroquois Point,iroquois-point,,l,247
2109,Lanai City,lanai-city,,l,247
2110,Ainaloa,ainaloa,,l,247
2111,Waikapu,waikapu,,l,247
2112,Puhi,puhi,,l,247
2113,Orchidlands Estates,orchidlands-estates,,l,247
2114,Kilauea,kilauea,,l,247
2115,Hawaiian Acres,hawaiian-acres,,l,247
2116,Paia,paia,,l,247
2117,Hanapepe,hanapepe,,l,247
2118,Kahuku,kahuku,,l,247
2119,Volcano,volcano,,l,247
2120,Honaunau-Napoopoo,honaunau-napoopoo,,l,247
2121,Honalo,honalo,,l,247
2122,Eleele,eleele,,l,247
2123,Lawai,lawai,,l,247
2124,Honokaa,honokaa,,l,247
2125,Wailua,wailua,,l,247
2126,Keaau,keaau,,l,247
2127,Anahola,anahola,,l,247
2128,Princeville,princeville,,l,247
2129,Koloa,koloa,,l,247
2130,Maunawili,maunawili,,l,247
2131,Kualapuu,kualapuu,,l,247
2132,Kealakekua,kealakekua,,l,247
2133,Mokuleia,mokuleia,,l,247
2134,Ko Olina,ko-olina,,l,247
2135,Pepeekeo,pepeekeo,,l,247
2136,Kapaau,kapaau,,l,247
2137,Wheeler AFB,wheeler-afb,,l,247
2138,Keokea,keokea,,l,247
2139,Leilani Estates,leilani-estates,,l,247
2140,Fern Acres,fern-acres,,l,247
2141,Nanawale Estates,nanawale-estates,,l,247
2142,Kaaawa,kaaawa,,l,247
2143,Pahala,pahala,,l,247
2144,Makaha Valley,makaha-valley,,l,247
2145,Papaiku,papaiku,,l,247
2146,Omao,omao,,l,247
2147,Kurtistown,kurtistown,,l,247
2148,Hana,hana,,l,247
2149,Wainaku,wainaku,,l,247
2150,Punaluu,punaluu,,l,247
2151,Olinda,olinda,,l,247
2152,Hawi,hawi,,l,247
2153,Kaanapali,kaanapali,,l,247
2154,Poipu,poipu,,l,247
2155,Haliimaile,haliimaile,,l,247
2156,Discovery Harbour,discovery-harbour,,l,247
2157,Pahoa,pahoa,,l,247
2158,Eden Roc,eden-roc,,l,247
2159,Fern Forest,fern-forest,,l,247
2160,Mahinahina,mahinahina,,l,247
2161,Naalehu,naalehu,,l,247
2162,Waikane,waikane,,l,247
2163,Puako,puako,,l,247
2164,Kaumakani,kaumakani,,l,247
2165,Paaulio,paaulio,,l,247
2166,Launiupoko,launiupoko,,l,247
2167,Laupahoehoe,laupahoehoe,,l,247
2168,Honomu,honomu,,l,247
2169,Halaula,halaula,,l,247
2170,Hanalei,hanalei,,l,247
2171,Haena,haena,,l,247
2172,Kalihiwai,kalihiwai,,l,247
2173,Paukaa,paukaa,,l,247
2174,Ualapu=D5e,ualapue,,l,247
2175,Maunaloa,maunaloa,,l,247
2176,Kapalua,kapalua,,l,247
2177,Maalaea,maalaea,,l,247
2178,Kukuihaele,kukuihaele,,l,247
2179,Kawela Bay,kawela-bay,,l,247
2180,Wainiha,wainiha,,l,247
2181,Pakala Village,pakala-village,,l,247
2182,Waiohinu,waiohinu,,l,247
2183,Makena,makena,,l,247
2184,Olowalu,olowalu,,l,247
2185,Kalaeloa,kalaeloa,,l,247
2186,Manele,manele,,l,247
2187,Bristol County,bristol-county,,l,82
2188,Kent County,kent-county,,l,82
2189,Newport County,newport-county,,l,82
2190,Providence County,providence-county,,l,82
2191,Washington County,washington-county,,l,82
2192,Barrington,barrington,,l,82
2193,Bristol,bristol,,l,82
2194,Burrillville,burrillville,,l,82
2195,Central Falls,central-falls,,l,82
2196,Charlestown,charleston,,l,82
2197,Coventry,coventry,,l,82
2198,Cranston,cranston,,l,82
2199,Cumberland,cumberland,,l,82
2200,East Greenwich,east-greenwich,,l,82
2201,East Providence,east-providence,,l,82
2202,Exeter,exeter,,l,82
2203,Foster,foster,,l,82
2204,Glocester,glocester,,l,82
2205,Hopkinton,hopkinton,,l,82
2206,Jamestown,jamestown,,l,82
2207,Johnston,johnston,,l,82
2208,Lincoln,lincoln,,l,82
2209,Newport,newport,,l,82
2210,North Kingstown,north-kingstown,,l,82
2211,North Providence,north-providence,,l,82
2212,North Smithfield,north-smithfield,,l,82
2213,Pawtucket,pawtucket,,l,82
2214,Portsmouth,portsmouth,,l,82
2215,Richmond,richmond,,l,82
2216,Scituate,scituate,,l,82
2217,Smithfield,smithfield,,l,82
2218,South Kingstown,south-kingstown,,l,82
2219,Tiverton,tiverton,,l,82
2220,Warren,warren,,l,82
2221,Warwick,warwick,,l,82
2222,West Greenwich,west-greenwich,,l,82
2223,West Warwick,west-warwick,,l,82
2224,Woonsocket,woonsocket,,l,82
2225,Abbeville County,abbeville-county,,l,302
2226,Aiken County,aiken-county,,l,302
2227,Allendale County,allendale-county,,l,302
2228,Anderson County,anderson-county,,l,302
2229,Bamberg County,bamberg-county,,l,302
2230,Barnwell County,barnwell-county,,l,302
2231,Beaufort County,beaufort-county,,l,302
2232,Berkeley County,berkeley-county,,l,302
2233,Calhoun County,calhoun-county,,l,302
2234,Charleston County,charleston-county,,l,302
2235,Cherokee County,cherokee-county,,l,302
2236,Chester County,chester-county,,l,302
2237,Chesterfield County,chesterfield-county,,l,302
2238,Clarendon County,clarendon-county,,l,302
2239,Colleton County,colleton-county,,l,302
2240,Darlington County,darlington-county,,l,302
2241,Dillon County,dillon-county,,l,302
2242,Dorchester County,dorchester-county,,l,302
2243,Edgefield County,edgefield-county,,l,302
2244,Fairfield County,fairfield-county,,l,302
2245,Florence County,florence-county,,l,302
2246,Georgetown County,georgetown-county,,l,302
2247,Greenwood County,greenwood-county,,l,302
2248,Hampton County,hampton-county,,l,302
2249,Horry County,horry-county,,l,302
2250,Jasper County,jasper-county,,l,302
2251,Kershaw County,kershaw-county,,l,302
2252,Lancaster County,lancaster-county,,l,302
2253,Laurens County,laurens-county,,l,302
2254,Lee County,lee-county,,l,302
2255,Lexington County,lexington-county,,l,302
2256,Marion County,marion-county,,l,302
2257,Marlboro County,marlboro-county,,l,302
2258,McCormick County,mccormick-county,,l,302
2259,Newberry County,newberry-county,,l,302
2260,Orangeburg County,orangeburg-county,,l,302
2261,Pickens County,pickens-county,,l,302
2262,Richland County,richland-county,,l,302
2263,Saluda County,saluda-county,,l,302
2264,Spartanburg County,spartanburg-county,,l,302
2265,Sumter County,sumter-county,,l,302
2266,Union County,union-county,,l,302
2267,Williamsburg County,williamsburg-county,,l,302
2268,York County,york-county,,l,302
2269,Abbeville,abbeville,,l,302
2270,Aiken,aiken,,l,302
2271,Allendale,allendale,,l,302
2272,Anderson,anderson,,l,302
2273,Andrews,andrews,,l,302
2274,Arcadia Lakes,arcadia-lakes,,l,302
2275,Atlantic Beach,atlantic-beach,,l,302
2276,Awendaw,awendaw,,l,302
2277,Aynor,aynor,,l,302
2278,Bamberg,bamberg,,l,302
2279,Barnwell,barnwell,,l,302
2280,Batesburg-Leesville,batesburg-leesville,,l,302
2281,Beaufort,beaufort,,l,302
2282,Belton,belton,,l,302
2283,Bennettsville,bennettsville,,l,302
2284,Bethune,bethune,,l,302
2285,Bishopville,bishopville,,l,302
2286,Blacksburg,blacksburg,,l,302
2287,Blackville,blackville,,l,302
2288,Blenheim,blenheim,,l,302
2289,Bluffton,bluffton,,l,302
2290,Blythewood,blythewood,,l,302
2291,Bonneau,bonneau,,l,302
2292,Bowman,bowman,,l,302
2293,Branchville,branchville,,l,302
2294,Briarcliffe Acres,briarcliffe-acres,,l,302
2295,Brunson,brunson,,l,302
2296,Burnettown,burnettown,,l,302
2297,Calhoun Falls,calhoun-falls,,l,302
2298,Camden,camden,,l,302
2299,Cameron,cameron,,l,302
2300,Campobello,campobello,,l,302
2301,Carlisle,carlisle,,l,302
2302,Cayce,cayce,,l,302
2303,Central,central,,l,302
2304,Central Pacolet,central-pacolet,,l,302
2305,Chapin,chapin,,l,302
2306,Charleston,charleston,,l,302
2307,Cheraw,cheraw,,l,302
2308,Chesnee,chesnee,,l,302
2309,Chester,chester,,l,302
2310,Chesterfield,chesterfield,,l,302
2311,Clemson,clemson,,l,302
2312,Clinton,clinton,,l,302
2313,Clio,clio,,l,302
2314,Clover,clover,,l,302
2315,Conway,conway,,l,302
2316,Cope,cope,,l,302
2317,Cordova,cordova,,l,302
2318,Cottageville,cottageville,,l,302
2319,Coward,coward,,l,302
2320,Cowpens,cowpens,,l,302
2321,Cross Hill,cross-hill,,l,302
2322,Darlington,darlington,,l,302
2323,Denmark,denmark,,l,302
2324,Dillon,dillon,,l,302
2325,Donalds,donalds,,l,302
2326,Due West,due-west,,l,302
2327,Duncan,duncan,,l,302
2328,Easley,easley,,l,302
2329,Eastover,eastover,,l,302
2330,Edgefield,edgefield,,l,302
2331,Edisto Beach,edisto-beach,,l,302
2332,Ehrhardt,ehrhardt,,l,302
2333,Elgin,elgin,,l,302
2334,Elko,elko,,l,302
2335,Elloree,elloree,,l,302
2336,Estill,estill,,l,302
2337,Eutawville,eutawville,,l,302
2338,Fairfax,fairfax,,l,302
2339,Florence,florence,,l,302
2340,Folly Beach,folly-beach,,l,302
2341,Forest Acres,forest-acres,,l,302
2342,Fort Lawn,fort-lawn,,l,302
2343,Fort Mill,fort-mill,,l,302
2344,Fountain Inn,fountain-inn,,l,302
2345,Furman,furman,,l,302
2346,Gaffney,gaffney,,l,302
2347,Gaston,gaston,,l,302
2348,Georgetown,georgetown,,l,302
2349,Gifford,gifford,,l,302
2350,Gilbert,gilbert,,l,302
2351,Goose Creek,goose-creek,,l,302
2352,Govan,govan,,l,302
2353,Gray Court,gray-court,,l,302
2354,Great Falls,great-falls,,l,302
2355,Greeleyville,greeleyville,,l,302
2356,Greenwood,greenwood,,l,302
2357,Hampton,hampton,,l,302
2358,Hanahan,hanahan,,l,302
2359,Hardeeville,hardeeville,,l,302
2360,Harleyville,harleyville,,l,302
2361,Hartsville,hartsville,,l,302
2362,Heath Springs,heath-springs,,l,302
2363,Hemingway,hemingway,,l,302
2364,Hickory Grove,hickory-grove,,l,302
2365,Hilda,hilda,,l,302
2366,Hilton Head Island,hilton-head-island,,l,302
2367,Hodges,hodges,,l,302
2368,Holly Hill,holly-hill,,l,302
2369,Hollywood,hollywood,,l,302
2370,Honea Path,honea-path,,l,302
2371,Inman,inman,,l,302
2372,Irmo,irmo,,l,302
2373,Isle of Palms,isle-of-palms,,l,302
2374,Iva,iva,,l,302
2375,Jackson,jackson,,l,302
2376,James Island,james-island,,l,302
2377,Jamestown,jamestown,,l,302
2378,Jefferson,jefferson,,l,302
2379,Johnsonville,johnsonville,,l,302
2380,Johnston,johnston,,l,302
2381,Jonesville,jonesville,,l,302
2382,Kershaw,kershaw,,l,302
2383,Kiawah Island,kiawah-island,,l,302
2384,Kingstree,kingstree,,l,302
2385,Kline,kline,,l,302
2386,La France,la-france,,l,302
2387,Lake City,lake-city,,l,302
2388,Lake View,lake-view,,l,302
2389,Lamar,lamar,,l,302
2390,Lancaster,lancaster,,l,302
2391,Landrum,landrum,,l,302
2392,Lane,lane,,l,302
2393,Latta,latta,,l,302
2394,Laurens,laurens,,l,302
2395,Lexington,lexington,,l,302
2396,Liberty,liberty,,l,302
2397,Lincolnville,lincolnville,,l,302
2398,Little Mountain,little-mountain,,l,302
2399,Livingston,livingston,,l,302
2400,Lockhart,lockhart,,l,302
2401,Lodge,lodge,,l,302
2402,Loris,loris,,l,302
2403,Lowndesville,lowndesville,,l,302
2404,Lowrys,lowrys,,l,302
2405,Luray,luray,,l,302
2406,Lyman,lyman,,l,302
2407,Lynchburg,lynchburg,,l,302
2408,Manning,manning,,l,302
2409,Marion,marion,,l,302
2410,Martin,martin,,l,302
2411,Mauldin,mauldin,,l,302
2412,Mayesville,mayesville,,l,302
2413,McBee,mcbee,,l,302
2414,McClellanville,mcclellanville,,l,302
2415,McColl,mccoll,,l,302
2416,McConnells,mcconnells,,l,302
2417,McCormick,mccormick,,l,302
2418,Meggett,meggett,,l,302
2419,Moncks Corner,moncks-corner,,l,302
2420,Monetta,monetta,,l,302
2421,Mount Croghan,mount-croghan,,l,302
2422,Mount Pleasant,mount-pleasant,,l,302
2423,Mountville,mountville,,l,302
2424,Mullins,mullins,,l,302
2425,Murrells Inlet,murrells-inlet,,l,302
2426,Myrtle Beach,myrtle-beach,,l,302
2427,Neeses,neeses,,l,302
2428,Newberry,newberry,,l,302
2429,New Ellenton,new-ellenton,,l,302
2430,Nichols,nichols,,l,302
2431,Ninety Six,ninety-six,,l,302
2432,Norris,norris,,l,302
2433,North,north,,l,302
2434,North Augusta,north-augusta,,l,302
2435,North Charleston,north-charleston,,l,302
2436,North Myrtle Beach,north-myrtle-beach,,l,302
2437,Norway,norway,,l,302
2438,Olanta,olanta,,l,302
2439,Olar,olar,,l,302
2440,Orangeburg,orangeburg,,l,302
2441,Pacolet,pacolet,,l,302
2442,Pageland,pageland,,l,302
2443,Pamplico,pamplico,,l,302
2444,Parksville,parksville,,l,302
2445,Parris Island,parris-island,,l,302
2446,Patrick,patrick,,l,302
2447,Pawley's Island,pawleys-island,,l,302
2448,Paxville,paxville,,l,302
2449,Peak,peak,,l,302
2450,Pelion,pelion,,l,302
2451,Pelzer,pelzer,,l,302
2452,Pendleton,pendleton,,l,302
2453,Perry,perry,,l,302
2454,Pickens,pickens,,l,302
2455,Pine Ridge,pine-ridge,,l,302
2456,Pinewood,pinewood,,l,302
2457,Plum Branch,plum-branch,,l,302
2458,Pomaria,pomaria,,l,302
2459,Port Royal,port-royal,,l,302
2460,Prosperity,prosperity,,l,302
2461,Quinby,quinby,,l,302
2462,Ravenel,ravenel,,l,302
2463,Reevesville,reevesville,,l,302
2464,Reidville,reidville,,l,302
2465,Richburg,richburg,,l,302
2466,Ridgeland,ridgeland,,l,302
2467,Ridge Spring,ridge-spring,,l,302
2468,Ridgeville,ridgeville,,l,302
2469,Ridgeway,ridgeway,,l,302
2470,Rock Hill,rock-hill,,l,302
2471,Rockville,rockville,,l,302
2472,Rowesville,rowesville,,l,302
2473,Ruby,ruby,,l,302
2474,Saint George,saint-george,,l,302
2475,Saint Matthews,saint-matthews,,l,302
2476,Saint Stephen,saint-stephen,,l,302
2477,Salem,salem,,l,302
2478,Salley,salley,,l,302
2479,Saluda,saluda,,l,302
2480,Santee,santee,,l,302
2481,Scotia,scotia,,l,302
2482,Scranton,scranton,,l,302
2483,Seabrook Island,seabrook-island,,l,302
2484,Sellers,sellers,,l,302
2485,Seneca,seneca,,l,302
2486,Sharon,sharon,,l,302
2487,Silverstreet,silverstreet,,l,302
2488,Simpsonville,simpsonville,,l,302
2489,Six Mile,six-mile,,l,302
2490,Smoaks,smoaks,,l,302
2491,Smyrna,smyrna,,l,302
2492,Snelling,snelling,,l,302
2493,Society Hill,society-hill,,l,302
2494,South Congaree,south-congaree,,l,302
2495,Spartanburg,spartanburg,,l,302
2496,Springdale,springdale,,l,302
2497,Springfield,springfield,,l,302
2498,Starr,starr,,l,302
2499,Stuckey,stuckey,,l,302
2501,Summerton,summerton,,l,302
2502,Summerville,summerville,,l,302
2503,Summit,summit,,l,302
2504,Sumter,sumter,,l,302
2505,Surfside Beach,surfside-beach,,l,302
2506,Swansea,swansea,,l,302
2507,Sycamore,sycamore,,l,302
2508,Tatum,tatum,,l,302
2509,Tega Cay,tega-cay,,l,302
2510,Timmonsville,timmonsville,,l,302
2511,Travelers Rest,travelers-rest,,l,302
2512,Trenton,trenton,,l,302
2513,Troy,troy,,l,302
2514,Turbeville,turbeville,,l,302
2515,Ulmer,ulmer,,l,302
2516,Union,union,,l,302
2517,Valencia Heights,valencia-heights,,l,302
2518,Vance,vance,,l,302
2519,Varnville,varnville,,l,302
2520,Wagener,wagener,,l,302
2521,Walhalla,walhalla,,l,302
2522,Walterboro,walterboro,,l,302
2523,Ward,ward,,l,302
2524,Ware Shoals,ware-shoals,,l,302
2525,Waterloo,waterloo,,l,302
2526,Wellford,wellford,,l,302
2527,West Columbia,west-columbia,,l,302
2528,Westminster,westminster,,l,302
2529,West Pelzer,west-pelzer,,l,302
2530,West Union,west-union,,l,302
2531,Whitmire,whitmire,,l,302
2532,Williams,williams,,l,302
2533,Williamston,williamston,,l,302
2534,Williston,williston,,l,302
2535,Windsor,windsor,,l,302
2536,Winnsboro,winnsboro,,l,302
2537,Woodford,woodford,,l,302
2538,Woodruff,woodruff,,l,302
2539,Yemassee,yemassee,,l,302
2540,York,york,,l,302
2541,Anderson County,anderson-county,,l,109
2542,Andrews County,andrews-county,,l,109
2543,Angelina County,angelina-county,,l,109
2544,Aransas County,aransas-county,,l,109
2545,Archer County,archer-county,,l,109
2546,Armstrong County,armstrong-county,,l,109
2547,Atascosa County,atascosa-county,,l,109
2548,Austin County,austin-county,,l,109
2549,Bailey County,bailey-county,,l,109
2550,Bandera County,bandera-county,,l,109
2551,Baylor County,baylor-county,,l,109
2552,Bee County,bee-county,,l,109
2553,Bell County,bell-county,,l,109
2554,Bexar County,bexar-county,,l,109
2555,Blanco County,blanco-county,,l,109
2556,Borden County,borden-county,,l,109
2557,Bosque County,bosque-county,,l,109
2558,Bowie County,bowie-county,,l,109
2559,Brazoria County,brazoria-county,,l,109
2560,Brazos County,brazos-county,,l,109
2561,Brewster County,brewster-county,,l,109
2562,Briscoe County,briscoe-county,,l,109
2563,Brooks County,brooks-county,,l,109
2564,Brown County,brown-county,,l,109
2565,Burleson County,burleson-county,,l,109
2566,Burnet County,burnet-county,,l,109
2567,Caldwell County,caldwell-county,,l,109
2568,Calhoun County,calhoun-county,,l,109
2569,Callahan County,callahan-county,,l,109
2570,Cameron County,cameron-county,,l,109
2571,Camp County,camp-county,,l,109
2572,Carson County,carson-county,,l,109
2573,Cass County,cass-county,,l,109
2574,Castro County,castro-county,,l,109
2575,Chambers County,chambers-county,,l,109
2576,Cherokee County,cherokee-county,,l,109
2577,Childress County,childress-county,,l,109
2578,Clay County,clay-county,,l,109
2579,Cochran County,cochran-county,,l,109
2580,Coke County,coke-county,,l,109
2581,Coleman County,coleman-county,,l,109
2582,Collin County,collin-county,,l,109
2583,Collingsworth County,collingsworth-county,,l,109
2584,Colorado County,colorado-county,,l,109
2585,Comal County,comal-county,,l,109
2586,Comanche County,comanche-county,,l,109
2587,Concho County,concho-county,,l,109
2588,Cooke County,cooke-county,,l,109
2589,Coryell County,coryell-county,,l,109
2590,Cottle County,cottle-county,,l,109
2591,Crane County,crane-county,,l,109
2592,Crockett County,crockett-county,,l,109
2593,Crosby County,crosby-county,,l,109
2594,Culberson County,culberson-county,,l,109
2595,Dallam County,dallam-county,,l,109
2596,Dallas County,dallas-county,,l,109
2597,Dawson County,dawson-county,,l,109
2598,Deaf Smith County,deaf-smith-county,,l,109
2599,Delta County,delta-county,,l,109
2600,Denton County,denton-county,,l,109
2601,DeWitt County,dewitt-county,,l,109
2602,Dickens County,dickens-county,,l,109
2603,Dimmit County,dimmit-county,,l,109
2604,Donley County,donley-county,,l,109
2605,Duval County,duval-county,,l,109
2606,Ector County,ector-county,,l,109
2607,Edwards County,edwards-county,,l,109
2608,El Paso County,el-paso-county,,l,109
2609,Ellis County,ellis-county,,l,109
2610,Erath County,erath-county,,l,109
2611,Falls County,falls-county,,l,109
2612,Fannin County,fannin-county,,l,109
2613,Fayette County,fayette-county,,l,109
2614,Fisher County,fisher-county,,l,109
2615,Floyd County,floyd-county,,l,109
2616,Foard County,foard-county,,l,109
2617,Fort Bend County,fort-bend-county,,l,109
2618,Franklin County,franklin-county,,l,109
2619,Freestone County,freestone-county,,l,109
2620,Frio County,frio-county,,l,109
2621,Gaines County,gaines-county,,l,109
2622,Galveston County,galveston-county,,l,109
2623,Garza County,garza-county,,l,109
2624,Gillespie County,gillespie-county,,l,109
2625,Glasscock County,glasscock-county,,l,109
2626,Goliad County,goliad-county,,l,109
2627,Gonzales County,gonzales-county,,l,109
2628,Gray County,gray-county,,l,109
